0.717473     0.696586
-0.127518     -0.991836
-0.899859     -0.436181
0.991194     0.132421
-0.866511     -0.499159
-0.98434     0.176281
0.857503     0.514478
-0.488159     0.872755
0.918643     0.395088
-0.898197     -0.439593
-0.742544     -0.669797
0.105631     0.994405
0.490951     0.871187
0.34881     0.937194
0.517489     -0.85569
-0.991421     0.130705
-0.99935     0.0360596
0.482205     0.876058
-0.182645     0.983179
-0.999094     0.0425475
0.067379     0.997727
0.029236     -0.999573
-0.861008     -0.508592
-0.278816     -0.960344
0.828785     -0.559567
-0.556778     -0.830661
-0.874885     -0.48433
-0.958776     -0.284163
-0.98968     0.143298
-0.0495759     0.99877
-0.69137     0.722501
0.994097     0.108496
0.0379884     -0.999278
0.162934     -0.986637
0.717473     0.696586
-0.754701     -0.660164
0.531528     0.940534
0.312037     0.810967
0.97095     -0.201956
-0.54778     0.989221
0.35676     -0.803571
-0.663351     0.144877
0.552096     -0.957725
-0.832092     -0.681482
0.154538     0.68001
-0.965397     0.166357
-0.484213     -0.521464
0.00371557     -0.951432
-0.0417242     -0.0114806
-0.533686     -0.613414
-0.441534     0.0917158
0.459299     -0.337669
0.837711     0.879751
0.233619     0.160937
-0.75808     0.360274
0.303909     -0.572297
-0.0457706     0.143669
-0.894478     -0.092985
0.410058     -0.827986
0.863731     0.508103
-0.732392     -0.893041
-0.454497     -0.49727
-0.0564068     0.169834
-0.0135474     0.512095
-0.257007     0.673133
0.426846     -0.776446
0.626571     -0.964115
-0.870714     0.509307
0.372012     -0.261299
-0.754701     -0.660164
